Kunde;Kundename (SAP-Nr.);;Kundenprojekt;Umgebung;Status Installation;OK;Fehler;VM konfiguriert;Funktionen;ASSM-Ticket;VM-Hostname;VM-IP-Addresse;DB-SID;Erstellt;Erstellt von;Aktualisiert;Aktualisiert von;OUC-ID
2710 Bad Zwischenahn (NonAMS);Karl-Jaspers-Klinik Psychiatrieverbund Oldenburger Land gGmbH (2002579);93622952;Dockererweiterung PTC Continuity;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Kafka,ORBIS User Provisioning,ORBIS ePA,Patient XCare Suite Komplett,Patient XCare Suite Questionnaires;;kisu01p;10.8.218.200;KHV;2022.02;Daniel Jänke;2025.05;Henrik Schütz;92148771
2710 Bad Zwischenahn (NonAMS);Karl-Jaspers-Klinik Psychiatrieverbund Oldenburger Land gGmbH (2002579);93622954;Dockererweiterung PTC Continuity;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Kafka,ORBIS User Provisioning,ORBIS ePA;;kisu02p;10.8.218.206;TEST;2022.02;Daniel Jänke;2025.05;Henrik Schütz;92148771
2728 Mannheim (AMS);Theresienkrankenhaus und Diako gGmbH - Standort Theresienkankenhaus – (2002355);84310735;ORBIS U Installationen Mannheim;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038454"">INT0038454</a>";kptkh-sv3l-0003;10.129.152.30;KHV;2021.11;Daniel Jänke;2025.07;Marcel Hering;92148674
2728 Mannheim (AMS);Theresienkrankenhaus und Diako gGmbH - Standort Theresienkankenhaus – (2002355);122684549;ORBIS U Installationen Mannheim;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0038454"">INT0038454</a>";kptkh-sv3l-0002;10.129.152.29;TEST;2022.07;Kristin Dölz;2025.07;Marcel Hering;92148674
2731 Berlin (NonAMS);S + A Klinik für MIC GmbH (3031754);90673063;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0548162"">RITM0548162</a>";agfaukhv;192.168.100.113;KHV;2022.01;Henrik Schütz;2023.08;Adrian Schmidt;92148883
2731 Berlin (NonAMS);S + A Klinik für MIC GmbH (3031754);77704216;ORBIS U Installation;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=RITM0548162"">RITM0548162</a>";agfautest;192.168.100.112;TEST;2021.10;Sandra Peters;2023.08;Adrian Schmidt;92148883
2739 Unna (NonAMS);Katholischer Hospitalverbund Hellweg gGmbH (3031791);55895354;ORBIS U Dockererweiterung Allergies KHV und TEST;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;Diamant Kostenträgerrechnung,IRIS Tracing,ORBIS Checkin4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Monitoring 4U,ORBIS U Pflegemaßnahmen,ORBIS U Planungsassistent,ORBIS U Questionnaire,ORBIS U Wundmanagement,ORBIS ePA,Patient XCare Suite;;uhv-soukhv;172.20.29.116;KHV;2021.06;Sandra Peters;2025.04;Henrik Schütz;92148653
2739 Unna (NonAMS);Katholischer Hospitalverbund Hellweg gGmbH (3031791);182037320;ORBIS U/ OAS von TESTSP auf neue TEST (neues Linux Cluster);2. Integrationstest;VM bereitgestellt;nein;"VM: Hosted On fehlt;DB: gewählter Host ist keine DB";;Diamant Finanzbuchhaltung,IRIS Tracing,ORBIS Checkin4U,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Schnittstelle Imprivata,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA,Patient XCare Suite Komplett;;uhv-soutestsp;172.20.29.84;;2026.02;Kristin Dölz;2026.02;Kristin Dölz;92148653
2739 Unna (NonAMS);Katholischer Hospitalverbund Hellweg gGmbH (3031791);88192831;ORBIS U Dockererweiterung Allergies KHV und TEST;3. Test;Docker-Container installiert;ja;keine Fehler;;Diamant Kostenträgerrechnung,ORBIS Checkin4U,ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflegemaßnahmen,ORBIS U Questionnaire,ORBIS U Wundmanagement,ORBIS ePA,Patient XCare Suite;;uhv-soutest;172.20.29.119;TEST;2021.12;Henrik Schütz;2025.04;Henrik Schütz;92148653
2739 Unna (NonAMS);Katholischer Hospitalverbund Hellweg gGmbH (3031791);90680528;ORBIS U Dockererweiterung Allergies KHV und TEST;4. Schulungs;Docker-Container installiert;ja;keine Fehler;;ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflegemaßnahmen,ORBIS U Planungsassistent,ORBIS U Questionnaire,ORBIS U Wundmanagement,ORBIS ePA,Patient XCare Suite;;uhv-souedu;172.20.29.117;EDU;2022.01;Henrik Schütz;2025.04;Henrik Schütz;92148653
2739 Unna (NonAMS);Katholischer Hospitalverbund Hellweg gGmbH (3031791);90680529;ORBIS U Dockererweiterung Allergies KHV und TEST;5. Entwicklungs;Docker-Container installiert;ja;keine Fehler;;ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Pflegemaßnahmen,ORBIS U Questionnaire,ORBIS U Wundmanagement,ORBIS ePA,Patient XCare Suite;;uhv-souupd;172.20.29.118;upd;2022.01;Henrik Schütz;2025.04;Henrik Schütz;92148653
2752 Ganderkesee (NonAMS);Klinik für Kinder- und Jugend- psychiatrie Wichernstift gGmbH (3033112);163977455;ORBIS-U inkl. ePa/eRezept auf KHV;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS ePA;;orbis-u;213.182.21.215;KHV;2025.03;Stephan Dirckmann;2025.03;Stephan Dirckmann;92148850
2753 Marl (AMS);KKRN Katholisches Klinikum Ruhrgebiet Nord GmbH (3032832);156731961;Einführung Medication/ Allergies;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflegemaßnahmen,ORBIS U Zugangsmanagement;;s-orbisu-01;172.31.4.53;KKRN;2024.11;Jacquelin Schön;2025.05;Stephan Dirckmann;92148598
2753 Marl (AMS);KKRN Katholisches Klinikum Ruhrgebiet Nord GmbH (3032832);66904676;Einführung Medication/ Allergies;3. Test;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement;;s-testu-01;172.31.4.54;TESTKKRN;2021.08;Henrik Schütz;2025.05;Stephan Dirckmann;92148598
2769 Lübben (NonAMS);Klinikum Dahme-Spreewald GmbH (3033587);137229889;#D4KHZG ORBIS U & Medication;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Wundmanagement,ORBIS ePA;;orbis-u-khv;10.231.109.17;KHV;2023.12;Kristin Dölz;2025.09;Viktor Rodak;92148796
2769 Lübben (NonAMS);Klinikum Dahme-Spreewald GmbH (3033587);137229891;#D4KHZG ORBIS U & Medication;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Wundmanagement,ORBIS ePA;;orbis-u-test;10.231.109.18;TEST;2023.12;Kristin Dölz;2025.09;Viktor Rodak;92148796
2798 Kassel (NonAMS);Marien-Elisabeth-Kliniken Kassel gGmbH (3034892);52489052;ORBIS U PTC Continuity;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS ePA;;kaslsv00100;10.38.1.100;KHV;2021.05;Susanne Steiniger;2025.05;Stefan Kurztusch;92148580
2798 Kassel (NonAMS);Marien-Elisabeth-Kliniken Kassel gGmbH (3034892);52489056;ORBIS U PTC Continuity;3. Test;Docker-Container installiert;ja;keine Fehler;;DEMIS Arztmeldung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS ePA;;kaslsv00101;10.38.1.101;TEST;2021.05;Susanne Steiniger;2025.05;Stefan Kurztusch;92148580
2803 Limburg An Der Lahn (AMS);Krankenhausgesellschaft St.Vincenz mbH (3000123);46869229;ORBIS U Dockererweiterung MedCo Dashbord;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2020.02;ORBIS Assisted Coding,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS ePA;;vincorbisu-khv;192.168.88.21;KHV;2021.04;os_cmdb;2023.05;Marcel Hering;92148809
2803 Limburg An Der Lahn (AMS);Krankenhausgesellschaft St.Vincenz mbH (3000123);78877231;ORBIS U Dockererweiterung MedCo Dashbord;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS ePA;;vincorbisu-test;192.168.88.64;TEST;2021.11;Henrik Schütz;2023.05;Marcel Hering;92148809
2806 Oldenburg (AMS);Evangelisches Krankenhaus Oldenburg (3009709);66904651;Installation ORBIS U PTC Continuity+Allergies TEST+KVH;1. Produktiv;Docker-Container installiert;nein;RFC fehlt;2021.08;ORBIS Assisted Coding,ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Kafka,ORBIS U Schnittstelle Imprivata,ORBIS ePA,ORBIS eRezept;;svl1-orbisu01;172.16.160.11;KHV;2021.08;Henrik Schütz;2026.03;Viktor Rodak;92148563
2806 Oldenburg (AMS);Evangelisches Krankenhaus Oldenburg (3009709);66904657;Installation ORBIS U PTC Continuity+Allergies TEST+KVH;3. Test;Docker-Container installiert;nein;RFC fehlt;2021.08;ORBIS Assisted Coding,ORBIS KIM Mail,ORBIS MedCo,ORBIS U Kafka,ORBIS U Schnittstelle Imprivata,ORBIS ePA;;svl1-orbisu02;172.16.160.12;TEST;2021.08;Henrik Schütz;2026.03;Viktor Rodak;92148563
2807 Hamm (AMS);WIVO Wirtschafts- und Versorgungsdienst GmbH (3035275);82647762;BÜ ORBIS U Systeme 2807 - Hamm;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2021.11;ORBIS CPOE,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA,Patient XCare Suite Komplett;;vm-srv-orbisu01;172.20.22.58;KHV;2021.11;Kristin Dölz;2026.01;Henrik Schütz;92148711
2807 Hamm (AMS);WIVO Wirtschafts- und Versorgungsdienst GmbH (3035275);82647764;BÜ ORBIS U Systeme 2807 - Hamm;3. Test;Docker-Container installiert;ja;keine Fehler;2021.11;ORBIS CPOE,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA,Patient XCare Suite Komplett;;vm-srv-orbisu02;172.20.22.59;TEST;2021.11;Kristin Dölz;2026.01;Henrik Schütz;92148711
2808 Bad Überkingen (NonAMS);Vinzenz von Paul Kliniken gGmbH Luise von Marillac Klinik (3035312);100009334;ORBIS U Installation;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Assisted Coding,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Zugangsmanagement,ORBIS ePA;;orbisusrv;172.16.1.10;KHV;2022.04;Thomas Fuhr;2025.01;Stephan Dirckmann;100009333
2808 Bad Überkingen (NonAMS);Vinzenz von Paul Kliniken gGmbH Luise von Marillac Klinik (3035312);100335941;ORBIS U Installation;2. Integrationstest;Docker-Container installiert;ja;keine Fehler;;ICU Weaning Protocol,ORBIS AddOn - Rettungsdienstanbindung,ORBIS Assisted Coding,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Zugangsmanagement,ORBIS ePA;;orbisusrv-adup;172.16.1.22;TESTADUP;2022.04;Thomas Fuhr;2025.01;Stephan Dirckmann;100009333
2808 Bad Überkingen (NonAMS);Vinzenz von Paul Kliniken gGmbH Luise von Marillac Klinik (3035312);133188664;TEST- Installationen OASe, Med. OASe, ORBIS U;3. Test;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Assisted Coding,ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Security,ORBIS U Zugangsmanagement;;o-usrv-testmhs;172.16.1.187;TESTMHS;2023.09;Kristin Dölz;2025.01;Stephan Dirckmann;100009333
2808 Bad Überkingen (NonAMS);Vinzenz von Paul Kliniken gGmbH Luise von Marillac Klinik (3035312);124959611;Installation Medication OASe + PTC auf TEST;5. Entwicklungs;Docker-Container installiert;ja;keine Fehler;;ORBIS AddOn - Rettungsdienstanbindung,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Frame Mobile,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Zugangsmanagement,ORBIS ePA;;orbisupcsrv;172.16.2.120;TESTPATC;2023.04;Henrik Schütz;2025.01;Stephan Dirckmann;100009333
2828 Tutzing (NonAMS);Artemed SE (3036057);174591239;SIM: ORBIS-U, Std. Single OAS, med. Batch OAS KHV & TEST, MEGS, MMI & Flycicle;1. Produktiv;Docker-Container installiert;nein;VM: Hosted On fehlt;;ORBIS CPOE,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Klinische Diagnosen und Probleme,ORBIS U PDF Server,ORBIS U Pflege - Delegation,ORBIS U Pflege - Stomadokumentation,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;ssimap0021;10.73.0.131;KHV;2025.09;Henrik Schütz;2025.11;Jacquelin Schön;92148834
2828 Tutzing (NonAMS);Artemed SE (3036057);177549452;TUT: ORBIS-U, Std. Single OAS, med. Batch OAS KHV & TEST, MEGS, MMI & Flycicle;1. Produktiv;Docker-Container installiert;nein;VM: Hosted On fehlt;;ICU Weaning Protocol,ORBIS CPOE,ORBIS Observation,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Attachment,ORBIS U Frame Mobile,ORBIS U Klinische Diagnosen und Probleme,ORBIS U PDF Server,ORBIS U Pflege - Delegation,ORBIS U Pflege - Stomadokumentation,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA,Patient XCare Suite Komplett;;stutap0057;10.80.0.177;;2025.11;Henrik Schütz;2026.02;Henrik Schütz;92148834
2828 Tutzing (NonAMS);Artemed SE (3036057);174591259;SIM: ORBIS-U, Std. Single OAS, med. Batch OAS KHV & TEST, MEGS, MMI & Flycicle;3. Test;Docker-Container installiert;nein;VM: Hosted On fehlt;;ClamAV,ORBIS CPOE,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Klinische Diagnosen und Probleme,ORBIS U PDF Server,ORBIS U Pflege - Delegation,ORBIS U Pflege - Stomadokumentation,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA;;ssimap0022;10.73.0.132;TEST;2025.09;Henrik Schütz;2025.09;Henrik Schütz;92148834
2828 Tutzing (NonAMS);Artemed SE (3036057);177549473;TUT: ORBIS-U, Std. Single OAS, med. Batch OAS KHV & TEST, MEGS, MMI & Flycicle;3. Test;Docker-Container installiert;nein;VM: Hosted On fehlt;;ICU Weaning Protocol,ORBIS CPOE,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Attachment,ORBIS U Frame Mobile,ORBIS U Klinische Diagnosen und Probleme,ORBIS U PDF Server,ORBIS U Pflege - Delegation,ORBIS U Pflege - Stomadokumentation,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Wundmanagement,ORBIS U Zugangsmanagement,ORBIS ePA,Patient XCare Suite Komplett;;stutap0058;10.80.0.178;;2025.11;Henrik Schütz;2026.02;Henrik Schütz;92148834
2835 Ganderkesee (NonAMS);STENUM Ortho GmbH Fachklinik für Orthopädie (3038941);119339982;ORBIS U Installationen;1. Produktiv;Docker-Container installiert;ja;keine Fehler;;;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0036903"">INT0036903</a>";orbisukhv;192.168.11.158;khv;2022.06;Kristin Dölz;2023.01;Stefan Kurztusch;92148762
2843 Karlsruhe (AMS);Städtisches Klinikum Karlsruhe gGmbH (2003527);88467951;Dockererweiterung Rettungsdienstanbidnug;1. Produktiv;Docker-Container installiert;nein;VM: keine Standardzugänge;2021.12;ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U Monitoring 4U,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0077741"">INT0077741</a>";lv-orbisukhv01;10.50.41.101;KHV;2021.12;Kristin Dölz;2026.02;Viktor Rodak;92148847
2843 Karlsruhe (AMS);Städtisches Klinikum Karlsruhe gGmbH (2003527);88467960;Dockererweiterung Rettungsdienstanbidnug;3. Test;Docker-Container installiert;nein;VM: keine Standardzugänge;2021.12;ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0077741"">INT0077741</a>";lv-orbisutest01;10.50.41.41;SCHUL;2021.12;Kristin Dölz;2026.02;Viktor Rodak;92148847
2843 Karlsruhe (AMS);Städtisches Klinikum Karlsruhe gGmbH (2003527);88467954;Dockererweiterung Rettungsdienstanbidnug;4. Schulungs;Docker-Container installiert;nein;VM: keine Standardzugänge;;ORBIS KIM Mail,ORBIS MedCo,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Assessment Konfigurator,ORBIS U Frame Mobile,ORBIS U Kafka,ORBIS U Krankengeschichte,ORBIS U PDF Server,ORBIS U Pflege Assessments,ORBIS U Pflege BAss,ORBIS U Pflege Care Cycle,ORBIS U Pflege Regeleditor,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Pflegemaßnahmen,ORBIS U Security,ORBIS U Zugangsmanagement,ORBIS ePA;"<a target=""_blank"" href=""https://agfa.service-now.com/textsearch.do?sysparm_search=INT0077741"">INT0077741</a>";lv-orbisuschul01;10.50.41.131;TEST;2021.12;Kristin Dölz;2026.02;Viktor Rodak;92148847
2844 Göppingen (AMS);ALB FILS KLINIKUM GmbH (3031282);47072594;PatientXCare Suite;1. Produktiv;Docker-Container installiert;ja;keine Fehler;2019.08;ClamAV,ORBIS Checkin4U,ORBIS Info4U,ORBIS KIM Mail,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS Touch ID,ORBIS U Allergies,ORBIS U Attachment,ORBIS U Composer,ORBIS U Frame Mobile,ORBIS U Monitoring 4U,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Questionnaire,ORBIS U Security,ORBIS U Wundmanagement,ORBIS U Wundmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS ePA,PatientXCare,Portal-Manager;;afk-orbis-u;10.1.112.65;KHV;2021.04;Bernd Tscherner;2026.03;Sarah Reif;92148583
2844 Göppingen (AMS);ALB FILS KLINIKUM GmbH (3031282);93946572;PatientXCare Suite;3. Test;Docker-Container installiert;ja;keine Fehler;2022.02;ClamAV,ORBIS Checkin4U,ORBIS KIM Mail,ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity),ORBIS U Allergies,ORBIS U Attachment,ORBIS U Composer,ORBIS U Frame Mobile,ORBIS U Pflege Assessments,ORBIS U Pflege Care Cycle,ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x,ORBIS U Questionnaire,ORBIS U Security,ORBIS U Wundmanagement,ORBIS U Wundmanagement,ORBIS Unit Dose Automat Schnittstelle,ORBIS ePA,PatientXCare,Portal-Manager;;afk-orbis-u-test;10.1.112.70;TEST;2022.02;Henrik Schütz;2026.03;Sarah Reif;92148583
